id,domain,portal_system,portal_subdomain,confidence,detection_method,validated,validation_website,error,timestamp,created_at,updated_at
5361,advantagepropertymgmt.net,appfolio,advantagepminc.appfolio.com,high,homepage_fetch,1,http://www.advantagepropertymgmt.net,,2026-02-10T07:33:13.953258,2026-02-13 07:00:10,2026-02-13 07:00:10
5362,advantagepmnc.com,appfolio,advantagepropertymngt.appfolio.com,high,secondary_page:/availability,1,http://www.advantagepmnc.com,,2026-02-10T07:32:59.522167,2026-02-13 07:00:10,2026-02-13 07:00:10
5363,adv.management,unknown,,low,not_found,0,,,2026-02-10T07:32:36.962081,2026-02-13 07:00:10,2026-02-13 07:00:10
5364,adventpropertiesinc.com,appfolio,adventproperties.appfolio.com,high,homepage_fetch,1,http://www.adventpropertiesinc.com,,2026-02-10T07:33:30.655376,2026-02-13 07:00:10,2026-02-13 07:00:10
5365,adventurepropertymanagement.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:33:32.016200,2026-02-13 07:00:10,2026-02-13 07:00:10
5366,advantage-property-management.com,unknown,,low,not_found,0,,,2026-02-10T07:32:56.249600,2026-02-13 07:00:10,2026-02-13 07:00:10
5367,afcgroup.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-10T07:33:54.265588,2026-02-13 07:00:10,2026-02-13 07:00:10
5368,advantagepropertyoh.org,unknown,,low,not_found,0,,,2026-02-10T07:33:14.473072,2026-02-13 07:00:10,2026-02-13 07:00:10
5369,affinitymanagement.net,buildium,affinitymgm.managebuilding.com,high,secondary_page:/tenants/,0,,,2026-02-10T07:33:54.459235,2026-02-13 07:00:10,2026-02-13 07:00:10
5370,affinityrem.com,appfolio,affinityrealestatemgmt.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:33:58.640264,2026-02-13 07:00:10,2026-02-13 07:00:10
5371,advocatepm.com,vantaca,,high,link_redirect:followed_link:community management,0,,,2026-02-10T07:33:32.331724,2026-02-13 07:00:10,2026-02-13 07:00:10
5372,agapeclarksville.com,appfolio,agaperealtytnky.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:34:10.805591,2026-02-13 07:00:10,2026-02-13 07:00:10
5373,advantagerealtygroup.com,unknown,,low,not_found,0,,,2026-02-10T07:33:25.761185,2026-02-13 07:00:10,2026-02-13 07:00:10
5374,agcampushousing.com,appfolio,agcampushousing.appfolio.com,high,homepage_fetch,1,,,2026-02-10T07:34:15.715579,2026-02-13 07:00:10,2026-02-13 07:00:10
5375,agaprops.com,appfolio,agaprops.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:34:13.631563,2026-02-13 07:00:10,2026-02-13 07:00:10
5376,agencyhawaii.com,appfolio,agyrnt.appfolio.com,high,homepage_fetch,1,http://agencyhawaii.com,,2026-02-10T07:34:16.193502,2026-02-13 07:00:10,2026-02-13 07:00:10
5377,afi-llc.com,unknown,,low,not_found,0,,,2026-02-10T07:33:59.108940,2026-02-13 07:00:10,2026-02-13 07:00:10
5378,affinityproperty.com,yardi,,low,recovery:dns_spf,0,,,2026-02-10T07:33:58.635806,2026-02-13 07:00:10,2026-02-13 07:00:10
5379,agonmanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-10T07:35:00.354876,2026-02-13 07:00:10,2026-02-13 07:00:10
5380,agorarealtypropertymanagement.com,buildium,,high,homepage_fetch,0,,,2026-02-10T07:35:01.330119,2026-02-13 07:00:10,2026-02-13 07:00:10
5381,aggieland-properties.com,appfolio,aggielandproperties.appfolio.com,high,subdomain_probe,1,http://www.aggieland-properties.com,,2026-02-10T07:34:16.463073,2026-02-13 07:00:10,2026-02-13 07:00:10
5382,agrentalsfw.com,appfolio,agrentals.appfolio.com,high,homepage_fetch,1,http://agrentalsfw.com,,2026-02-10T07:35:02.131415,2026-02-13 07:00:10,2026-02-13 07:00:10
5383,ahcpropertymgmt.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:35:06.912043,2026-02-13 07:00:10,2026-02-13 07:00:10
5384,ahbrentals.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:35:06.906881,2026-02-13 07:00:10,2026-02-13 07:00:10
5385,aggielandpropertymanagement.net,unknown,,low,not_found,0,,,2026-02-10T07:34:16.736597,2026-02-13 07:00:10,2026-02-13 07:00:10
5386,ahomeforyourealty.com,unknown,,low,not_found,0,,,2026-02-10T07:35:07.217639,2026-02-13 07:00:10,2026-02-13 07:00:10
5387,ahpm.biz,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:35:59.080527,2026-02-13 07:00:10,2026-02-13 07:00:10
5388,ahepaseniorliving.org,unknown,,low,not_found,0,,,2026-02-10T07:35:07.110967,2026-02-13 07:00:10,2026-02-13 07:00:10
5389,ahrealtyadvisors.com,appfolio,ahrealtyadvisors.appfolio.com,high,homepage_fetch,1,http://www.ahrealtyadvisors.com,,2026-02-10T07:35:59.579465,2026-02-13 07:00:10,2026-02-13 07:00:10
5390,ahpropertymgmt.com,doorloop,06d58a0d.app-portal.doorloop.com,high,homepage_fetch,0,,,2026-02-10T07:35:59.408197,2026-02-13 07:00:10,2026-02-13 07:00:10
5391,aimpropertiesnm.com,buildium,aimproperties505.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T07:36:01.465682,2026-02-13 07:00:10,2026-02-13 07:00:10
5392,ahousethatfitts.com,unknown,,low,not_found,0,,,2026-02-10T07:35:18.725408,2026-02-13 07:00:10,2026-02-13 07:00:10
5393,agilegrouprealty.com,unknown,,low,not_found,0,,,2026-02-10T07:34:56.342646,2026-02-13 07:00:10,2026-02-13 07:00:10
5394,aimrealtymanagement.com,unknown,,low,not_found,0,,,2026-02-10T07:36:01.785828,2026-02-13 07:00:10,2026-02-13 07:00:10
5395,aim-properties.com,unknown,,low,not_found,0,,,2026-02-10T07:36:00.047919,2026-02-13 07:00:10,2026-02-13 07:00:10
5396,aimrentals.com,unknown,,low,not_found,0,,,2026-02-10T07:36:03.067190,2026-02-13 07:00:10,2026-02-13 07:00:10
5397,airhostd.com,unknown,,low,not_found,0,,,2026-02-10T07:37:02.468849,2026-02-13 07:00:10,2026-02-13 07:00:10
5398,aj-property-mgmt.com,appfolio,ajpropertymgmt.appfolio.com,high,homepage_fetch,1,http://www.aj-property-mgmt.com,,2026-02-10T07:37:46.485829,2026-02-13 07:00:10,2026-02-13 07:00:10
5399,airsimplicity.co,unknown,,low,not_found,0,,,2026-02-10T07:37:07.643998,2026-02-13 07:00:10,2026-02-13 07:00:10
5400,aioproperty.com,appfolio,aioproperty.appfolio.com,high,subdomain_probe,1,http://www.aioproperty.com,,2026-02-10T07:36:53.642453,2026-02-13 07:00:10,2026-02-13 07:00:10
5401,ajaxmgt.com,yardi,,low,recovery:dns_spf,0,,,2026-02-10T07:37:47.634016,2026-02-13 07:00:10,2026-02-13 07:00:10
5402,ajdrealestate.co,buildium,ajdrealestate.managebuilding.com,medium,subdomain_probe,1,,,2026-02-10T07:37:56.542530,2026-02-13 07:00:10,2026-02-13 07:00:10
5403,ajrealestatetx.com,appfolio,ajrealestatetx.appfolio.com,high,homepage_fetch,1,http://www.ajrealestatetx.com,,2026-02-10T07:38:40.377253,2026-02-13 07:00:10,2026-02-13 07:00:10
5404,ajmrealestate.com,appfolio,felnercorp.appfolio.com,low,secondary_page:/client-login/,0,,,2026-02-10T07:38:34.475867,2026-02-13 07:00:10,2026-02-13 07:00:10
5405,ajrmanagement.com,unknown,,low,not_found,0,,,2026-02-10T07:38:40.987287,2026-02-13 07:00:10,2026-02-13 07:00:10
5406,akam.com,custom:akam.reviewmyinvoice.com,,medium,secondary_page_custom:/resident-tools/,0,,,2026-02-10T07:39:00.977718,2026-02-13 07:00:10,2026-02-13 07:00:10
5407,akpropertymanagers.com,appfolio,alaskagroup.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:39:46.030541,2026-02-13 07:00:10,2026-02-13 07:00:10
5408,aimreservices.com,unknown,,low,not_found,0,,,2026-02-10T07:36:26.851255,2026-02-13 07:00:10,2026-02-13 07:00:10
5409,akproperties.net,unknown,,low,not_found,0,,,2026-02-10T07:39:42.363759,2026-02-13 07:00:10,2026-02-13 07:00:10
5410,aksarbenpropertymanagement.com,rentvine,account.rentvine.com,high,homepage_fetch,0,,,2026-02-10T07:40:34.485584,2026-02-13 07:00:10,2026-02-13 07:00:10
5411,akronstudenthousing.com,unknown,,low,not_found,0,,,2026-02-10T07:39:55.382102,2026-02-13 07:00:10,2026-02-13 07:00:10
5412,alamedarentals.com,yardi,,high,secondary_page:/tenant-resources/,0,,,2026-02-10T07:40:35.183291,2026-02-13 07:00:10,2026-02-13 07:00:10
5413,alarca.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-10T07:41:01.711122,2026-02-13 07:00:10,2026-02-13 07:00:10
5414,albanesecormier.com,unknown,,low,not_found,0,,,2026-02-10T07:41:02.121769,2026-02-13 07:00:10,2026-02-13 07:00:10
5415,albanymanagement.com,appfolio,albanymgmt.appfolio.com,high,homepage_fetch,1,http://albanymanagement.com,,2026-02-10T07:41:48.423383,2026-02-13 07:00:10,2026-02-13 07:00:10
5416,albanymanagementgroup.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:41:49.158288,2026-02-13 07:00:10,2026-02-13 07:00:10
5417,alangelo.com,unknown,,low,not_found,0,,,2026-02-10T07:40:49.915747,2026-02-13 07:00:10,2026-02-13 07:00:10
5418,albanystudentapartments.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:41:52.905612,2026-02-13 07:00:10,2026-02-13 07:00:10
5419,alborzrealestate.com,rentmanager,rpms.owa.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:41:53.019140,2026-02-13 07:00:10,2026-02-13 07:00:10
5420,alchemyprops.com,buildium,alchemyproperties.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T07:41:53.671128,2026-02-13 07:00:10,2026-02-13 07:00:10
5421,alderproperties.com,appfolio,alderprop.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:41:53.958440,2026-02-13 07:00:10,2026-02-13 07:00:10
5422,alderpropertymanagement.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:41:54.311623,2026-02-13 07:00:10,2026-02-13 07:00:10
5423,albanypm.com,appfolio,albanypm.appfolio.com,high,subdomain_probe,1,http://www.albanypm.com,,2026-02-10T07:41:49.407791,2026-02-13 07:00:10,2026-02-13 07:00:10
5424,aleveluppropertymanagement.com,rentvine,alevelup.rentvine.com,high,homepage_fetch,0,,,2026-02-10T07:42:41.654129,2026-02-13 07:00:10,2026-02-13 07:00:10
5425,aldersonproperties.com,appfolio,,high,link_redirect:followed_link:property management ,0,,,2026-02-10T07:41:54.415670,2026-02-13 07:00:10,2026-02-13 07:00:10
5426,alexanderwolf.com,yardi,,low,recovery:dns_spf,0,,,2026-02-10T07:42:42.975854,2026-02-13 07:00:10,2026-02-13 07:00:10
5427,alexandriapm.com,buildium,alexandriapm.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T07:43:37.694811,2026-02-13 07:00:10,2026-02-13 07:00:10
5428,alfanopropertymanagement.com,appfolio,alfanopm.appfolio.com,high,homepage_fetch,1,http://www.alfanopropertymanagement.com,,2026-02-10T07:43:38.071926,2026-02-13 07:00:10,2026-02-13 07:00:10
5429,alfonsopm.com,unknown,,low,not_found,0,,,2026-02-10T07:43:39.680443,2026-02-13 07:00:10,2026-02-13 07:00:10
5430,algerpm.net,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:44:32.196212,2026-02-13 07:00:10,2026-02-13 07:00:10
5431,ajjproperty.com,unknown,,low,not_found,0,,,2026-02-10T07:37:58.808761,2026-02-13 07:00:10,2026-02-13 07:00:10
5432,alkiapartmentrentals.com,unknown,,low,not_found,0,,,2026-02-10T07:44:59.228404,2026-02-13 07:00:10,2026-02-13 07:00:10
5433,alexandergroupnj.com,buildium,agroupnj.managebuilding.com,high,link_redirect:direct_link:management portal,0,,,2026-02-10T07:42:41.993359,2026-02-13 07:00:10,2026-02-13 07:00:10
5434,allanshomes.com,unknown,,low,not_found,0,,,2026-02-10T07:45:50.958886,2026-02-13 07:00:10,2026-02-13 07:00:10
5435,allbrevardpropertymanagement.com,appfolio,allbrevardpm.appfolio.com,high,homepage_fetch,1,http://allbrevardpropertymanagement.com,,2026-02-10T07:46:43.184308,2026-02-13 07:00:10,2026-02-13 07:00:10
5436,allcitypm.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:46:43.846126,2026-02-13 07:00:10,2026-02-13 07:00:10
5437,allcountyalamo.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:44.120822,2026-02-13 07:00:10,2026-02-13 07:00:10
5438,allcountyassociates.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:44.681983,2026-02-13 07:00:10,2026-02-13 07:00:10
5439,allcountybayarea.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:45.033304,2026-02-13 07:00:10,2026-02-13 07:00:10
5440,allcountyboulder.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:45.364644,2026-02-13 07:00:10,2026-02-13 07:00:10
5441,allcountycfl.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:45.697011,2026-02-13 07:00:10,2026-02-13 07:00:10
5442,allcountychesapeake.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:46.191780,2026-02-13 07:00:10,2026-02-13 07:00:10
5443,allcountycpm.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:46.559502,2026-02-13 07:00:10,2026-02-13 07:00:10
5444,allcountycs.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:46.954629,2026-02-13 07:00:10,2026-02-13 07:00:10
5445,allcountycumberland.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:47.352674,2026-02-13 07:00:10,2026-02-13 07:00:10
5446,allcountydenvermetro.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:47.702727,2026-02-13 07:00:10,2026-02-13 07:00:10
5447,akridgerealty.com,unknown,,low,not_found,0,,,2026-02-10T07:39:47.870825,2026-02-13 07:00:10,2026-02-13 07:00:10
5448,allcountyds.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:48.028756,2026-02-13 07:00:10,2026-02-13 07:00:10
5449,allcountyelite.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:48.342721,2026-02-13 07:00:10,2026-02-13 07:00:10
5450,allcountydspm.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:48.297403,2026-02-13 07:00:10,2026-02-13 07:00:10
5451,allcountyevergreen.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:48.670811,2026-02-13 07:00:10,2026-02-13 07:00:10
5452,allcountyfc.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:48.966279,2026-02-13 07:00:10,2026-02-13 07:00:10
5453,allcountyexp.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:48.962159,2026-02-13 07:00:10,2026-02-13 07:00:10
5454,allcountyfirstchoice.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:49.320946,2026-02-13 07:00:10,2026-02-13 07:00:10
5455,allcountyfreedom.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:49.714555,2026-02-13 07:00:10,2026-02-13 07:00:10
5456,allcountygroup.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:50.004993,2026-02-13 07:00:10,2026-02-13 07:00:10
5457,allcountylv.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:50.321193,2026-02-13 07:00:10,2026-02-13 07:00:10
5458,allcountymarion.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:50.569820,2026-02-13 07:00:10,2026-02-13 07:00:10
5459,allcountymetroplex.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:50.877955,2026-02-13 07:00:10,2026-02-13 07:00:10
5460,allcountypalmetto.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:51.150676,2026-02-13 07:00:10,2026-02-13 07:00:10
5461,allcountypiedmont.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:51.502834,2026-02-13 07:00:10,2026-02-13 07:00:10
5462,allcountyppm.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:51.863058,2026-02-13 07:00:10,2026-02-13 07:00:10
5463,allcountypremier.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:52.121213,2026-02-13 07:00:10,2026-02-13 07:00:10
5464,allcountyprestige.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:46:52.443797,2026-02-13 07:00:10,2026-02-13 07:00:10
5465,allcountyfranchise.com,rentmanager,,low,recovery:dns_spf,0,,,2026-02-10T07:46:49.493852,2026-02-13 07:00:10,2026-02-13 07:00:10
5466,allcountypros.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:47:35.317308,2026-02-13 07:00:10,2026-02-13 07:00:10
5467,allcountyss.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:47:35.683476,2026-02-13 07:00:10,2026-02-13 07:00:10
5468,allcountytampabay.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:47:36.062228,2026-02-13 07:00:10,2026-02-13 07:00:10
5469,allcountyprop.com,unknown,,low,not_found,0,,,2026-02-10T07:46:52.764338,2026-02-13 07:00:10,2026-02-13 07:00:10
5470,allcountytriangle.com,rentmanager,cdn.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:47:36.437553,2026-02-13 07:00:10,2026-02-13 07:00:10
5471,alleastbayproperties.com,appfolio,alleastbayproperties.appfolio.com,high,homepage_fetch,1,http://www.alleastbayproperties.com,,2026-02-10T07:47:36.762634,2026-02-13 07:00:10,2026-02-13 07:00:10
5472,alleghenypartners.com,appfolio,alleghenypartnersllc.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:47:37.215550,2026-02-13 07:00:10,2026-02-13 07:00:10
5473,allegiancepm.com,rentvine,allegiancepm.rentvine.com,high,homepage_fetch,0,,,2026-02-10T07:47:38.068057,2026-02-13 07:00:10,2026-02-13 07:00:10
5474,allegiancepm.net,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-10T07:47:38.889747,2026-02-13 07:00:10,2026-02-13 07:00:10
5475,allbaypropertymgmt.com,unknown,,low,not_found,0,,,2026-02-10T07:46:42.411135,2026-02-13 07:00:10,2026-02-13 07:00:10
5476,allegiancepropertymanagement.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:47:39.539064,2026-02-13 07:00:10,2026-02-13 07:00:10
5477,allegraproperties.com,appfolio,allegraproperties.appfolio.com,high,homepage_fetch,1,http://www.allegraproperties.com,,2026-02-10T07:47:42.860728,2026-02-13 07:00:10,2026-02-13 07:00:10
5478,allenpropertymanagementinc.com,rentvine,pminorthdallas.rentvine.com,high,homepage_fetch,0,,,2026-02-10T07:47:43.734139,2026-02-13 07:00:10,2026-02-13 07:00:10
5479,allenton.com,yardi,,high,homepage_fetch,0,,,2026-02-10T07:47:44.509032,2026-02-13 07:00:10,2026-02-13 07:00:10
5480,alliancecolorado.com,buildium,alliancepropertymanagementinc.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T07:47:45.382721,2026-02-13 07:00:10,2026-02-13 07:00:10
5481,allegiantpropertyservice.com,buildium,allegiantpropertyservice.managebuilding.com,medium,subdomain_probe,1,,,2026-02-10T07:47:41.945332,2026-02-13 07:00:10,2026-02-13 07:00:10
5482,alliancefortwayne.com,appfolio,alliancefortwayne.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:48:35.787167,2026-02-13 07:00:10,2026-02-13 07:00:10
5483,alliancemgmtgroup.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:48:36.563559,2026-02-13 07:00:10,2026-02-13 07:00:10
5484,alliancepropertiesmn.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:48:36.954550,2026-02-13 07:00:10,2026-02-13 07:00:10
5485,alliancecommercialpropertymanagement.com,unknown,,low,not_found,0,,,2026-02-10T07:47:45.865440,2026-02-13 07:00:10,2026-02-13 07:00:10
5486,alliancepropmgmt.com,appfolio,alliancepmmt.appfolio.com,high,homepage_fetch,1,,,2026-02-10T07:48:37.288008,2026-02-13 07:00:10,2026-02-13 07:00:10
5487,alliancewi.com,yardi,,low,recovery:dns_spf,0,,,2026-02-10T07:48:38.424082,2026-02-13 07:00:10,2026-02-13 07:00:10
5488,allianceproperty.org,unknown,,low,not_found,0,,,2026-02-10T07:48:37.105310,2026-02-13 07:00:10,2026-02-13 07:00:10
5489,alliedrentshomes.com,appfolio,alliedpacprop.appfolio.com,high,homepage_fetch,1,http://www.alliedrentshomes.com,,2026-02-10T07:49:38.563936,2026-02-13 07:00:10,2026-02-13 07:00:10
5490,alliedresidential.com,yardi,,high,homepage_fetch,0,,,2026-02-10T07:49:39.053617,2026-02-13 07:00:10,2026-02-13 07:00:10
5491,alliedmgmt.com,appfolio,alliedmgmt.appfolio.com,high,subdomain_probe,1,http://www.alliedmgmt.com,,2026-02-10T07:49:33.794523,2026-02-13 07:00:10,2026-02-13 07:00:10
5492,alligatorrealty.com,appfolio,alligator.appfolio.com,high,homepage_fetch,1,http://www.alligatorrealty.com,,2026-02-10T07:50:16.202316,2026-02-13 07:00:10,2026-02-13 07:00:10
5493,alligatorpm.com,unknown,,low,not_found,0,,,2026-02-10T07:49:39.630454,2026-02-13 07:00:10,2026-02-13 07:00:10
5494,allisonwhiteproperties.com,yardi,,high,homepage_fetch,0,,,2026-02-10T07:50:33.306247,2026-02-13 07:00:10,2026-02-13 07:00:10
5495,allmarkproperties.com,unknown,,low,not_found,0,,,2026-02-10T07:50:33.504919,2026-02-13 07:00:10,2026-02-13 07:00:10
5496,alignedpm.com,unknown,,low,not_found,0,,,2026-02-10T07:44:32.367558,2026-02-13 07:00:10,2026-02-13 07:00:10
5497,allproinc.com,appfolio,allprore.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:51:31.039803,2026-02-13 07:00:10,2026-02-13 07:00:10
5498,allpropertyca.com,appfolio,allpropertymanagement.appfolio.com,high,homepage_fetch,1,http://allpropertyca.com,,2026-02-10T07:51:31.580551,2026-02-13 07:00:10,2026-02-13 07:00:10
5499,allohiomanagement.com,rentmanager,kwcr.owa.rentmanager.com,high,secondary_page:/online-portals,0,,,2026-02-10T07:51:26.248833,2026-02-13 07:00:10,2026-02-13 07:00:10
5500,allpropertymanagement.net,propertyware,app.propertyware.com,high,secondary_page:/apply,0,,,2026-02-10T07:51:31.986091,2026-02-13 07:00:10,2026-02-13 07:00:10
5501,alldayeverydaybrandik.com,unknown,,low,not_found,0,,,2026-02-10T07:47:36.552298,2026-02-13 07:00:10,2026-02-13 07:00:10
5502,allredproperties.com,appfolio,allredproperties.appfolio.com,high,homepage_fetch,1,http://www.allredproperties.com,,2026-02-10T07:52:11.359354,2026-02-13 07:00:10,2026-02-13 07:00:10
5503,allred.realestate,unknown,,low,not_found,0,,,2026-02-10T07:52:00.039172,2026-02-13 07:00:10,2026-02-13 07:00:10
5504,allrentalsmadesimple.com,rentvine,allpropertymgtsales.rentvine.com,high,homepage_fetch,0,,,2026-02-10T07:52:46.177508,2026-02-13 07:00:10,2026-02-13 07:00:10
5505,allpropertyservices.redrocketcontent.com,unknown,,low,not_found,0,,,2026-02-10T07:51:52.465858,2026-02-13 07:00:10,2026-02-13 07:00:10
5506,allrentalproperties.net,unknown,,low,not_found,0,,,2026-02-10T07:52:12.443875,2026-02-13 07:00:10,2026-02-13 07:00:10
5507,allsetproperties.com,appfolio,smartassetrealty.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:53:04.047620,2026-02-13 07:00:10,2026-02-13 07:00:10
5508,allinclusiverealtyllc.com,unknown,,low,not_found,0,,,2026-02-10T07:50:16.491127,2026-02-13 07:00:10,2026-02-13 07:00:10
5509,allstarcleveland.com,appfolio,allstarmanagement.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:53:32.728537,2026-02-13 07:00:10,2026-02-13 07:00:10
5510,allresco.com,yardi,,low,recovery:dns_spf,0,,,2026-02-10T07:52:46.898034,2026-02-13 07:00:10,2026-02-13 07:00:10
5511,allservicespm.com,unknown,,low,not_found,0,,,2026-02-10T07:52:54.373771,2026-02-13 07:00:10,2026-02-13 07:00:10
5512,allstarrealtyak.com,appfolio,allstarrealty.appfolio.com,high,homepage_fetch,1,http://allstarrealtyak.com,,2026-02-10T07:53:45.780365,2026-02-13 07:00:10,2026-02-13 07:00:10
5513,allsourcepm.com,unknown,,low,not_found,0,,,2026-02-10T07:53:04.902750,2026-02-13 07:00:10,2026-02-13 07:00:10
5514,allstarpropertymgmtoh.com,unknown,,low,not_found,0,,,2026-02-10T07:53:39.238242,2026-02-13 07:00:10,2026-02-13 07:00:10
5515,allstarmanagementllc.com,unknown,,low,not_found,0,,,2026-02-10T07:53:33.747562,2026-02-13 07:00:10,2026-02-13 07:00:10
5516,almaden4rent.com,appfolio,almaden4rent.appfolio.com,high,homepage_fetch,1,http://www.almaden4rent.com,,2026-02-10T07:54:25.307713,2026-02-13 07:00:10,2026-02-13 07:00:10
5517,allviewrealestate.com,appfolio,allview.appfolio.com,high,homepage_fetch,1,http://allviewrealestate.com,,2026-02-10T07:54:25.016193,2026-02-13 07:00:10,2026-02-13 07:00:10
5518,almarealty.com,yardi,,high,homepage_fetch,0,,,2026-02-10T07:54:25.779184,2026-02-13 07:00:10,2026-02-13 07:00:10
5519,alnamanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-10T07:54:26.365561,2026-02-13 07:00:10,2026-02-13 07:00:10
5520,aloepropertymanagement.com,rentvine,aloepm.rentvine.com,high,homepage_fetch,0,,,2026-02-10T07:54:26.791710,2026-02-13 07:00:10,2026-02-13 07:00:10
5521,allterraproperties.com,appfolio,allterra.appfolio.com,high,subdomain_probe,1,https://www.allterraproperties.com/,,2026-02-10T07:53:47.053844,2026-02-13 07:00:10,2026-02-13 07:00:10
5522,alohapros.com,appfolio,alohapm.appfolio.com,high,homepage_fetch,1,http://www.alohapros.com,,2026-02-10T07:54:37.644992,2026-02-13 07:00:10,2026-02-13 07:00:10
5523,alohawilmington.com,appfolio,offshoreholdings.appfolio.com,high,homepage_fetch,1,http://www.alohawilmington.com,,2026-02-10T07:54:38.474456,2026-02-13 07:00:10,2026-02-13 07:00:10
5524,alottaproperties.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:54:39.430345,2026-02-13 07:00:10,2026-02-13 07:00:10
5525,alphaomegarealestategroup.com,appfolio,alphaandomegarealestate.appfolio.com,high,homepage_fetch,1,http://www.alphaomegarealestategroup.com,,2026-02-10T07:54:39.909267,2026-02-13 07:00:10,2026-02-13 07:00:10
5526,alltradesservices.com,unknown,,low,not_found,0,,,2026-02-10T07:53:56.466711,2026-02-13 07:00:10,2026-02-13 07:00:10
